"id","language_id","title","slug","category_id","feature_image","summary","description","variations","addons","current_price","previous_price","rating","status","is_feature","created_at","updated_at","is_special","fidelity_score"
"58","179","Burger Poulet","Burger-Poulet","31","1640910805.jpg","Une poitrine de poulet entière 100% grillée à la perfection et servie sur un pain frais légèrement grillé au choix : blanc ou multigrain.",,"[{""name"":""Burger"",""price"":0},{""name"":""Burger & Frites"",""price"":3},{""name"":""Burger & Patatoes"",""price"":3}]","[{""name"":""Tout"",""price"":0},{""name"":""Bacon"",""price"":0},{""name"":""Laitue"",""price"":0},{""name"":""Tomate"",""price"":0},{""name"":""Oignon"",""price"":0},{""name"":""Cornichon"",""price"":0},{""name"":""Concombres"",""price"":0}]","24.00","29.00","0.00","1","1","2021-12-31 01:29:14","2021-12-31 02:40:43","0","5"
"59","179","Burger Original","Burger-Original","31","1640911936.jpg","Un burger fait de bœuf bien juteux, 100 % pur boeuf, cuit sur le gril et servi sur un pain frais légèrement grillé. Le tout garni à votre goût.",,"[{""name"":""Burger"",""price"":0},{""name"":""Burger & Frites"",""price"":3},{""name"":""Burger & Patatoes"",""price"":3}]","[{""name"":""Tout"",""price"":0},{""name"":""Tomate"",""price"":0},{""name"":""Oignon"",""price"":0},{""name"":""Cornichon"",""price"":0},{""name"":""Fromage Cheddar"",""price"":0}]","26.00","32.00","0.00","1","1","2021-12-31 01:52:16","2021-12-31 02:41:07","0","6"
"60","179","Burger poulet croustillant","Burger-poulet-croustillant","31","1640912035.jpg","Servi sur un pain frais légèrement grillé, notre poulet 100 % canadien enrobé d'une panure croustillante vous donnera ce petit goût croquant tant savoureux.",,"[{""name"":""Burger"",""price"":0},{""name"":""Burger & Frites"",""price"":3},{""name"":""Burger & Patatoes"",""price"":3}]","[{""name"":""Tout"",""price"":0},{""name"":""Laitue"",""price"":0},{""name"":""Tomate"",""price"":0},{""name"":""Oignon"",""price"":0},{""name"":""Cornichon"",""price"":0}]","24.00","28.00","0.00","1","1","2021-12-31 01:53:55","2021-12-31 02:41:24","0","4"
"61","179","Burger Poulet Crispy","Burger-Poulet-Crispy","31","1640914806.jpg","Burger au poulet 100% canadien enrobé d'une panure croustillante et trempé dans notre sauce Buffalo parfaitement épicée, en format collation.",,"[{""name"":""Burger"",""price"":0},{""name"":""Burger & Frites"",""price"":3},{""name"":""Burger & Patatoes"",""price"":3}]","[{""name"":""Tout"",""price"":0},{""name"":""Laitue"",""price"":0},{""name"":""Tomate"",""price"":0},{""name"":""Oignon"",""price"":0},{""name"":""Cornichon"",""price"":0}]","24.00","28.00","0.00","1","1","2021-12-31 02:40:06","2021-12-31 02:40:16","0","4"
"62","179","Margherita Pizza","Margherita-Pizza","27","1640915204.jpg","Sauce rouge, fromage fior di latte, basilic frais",,"[{""name"":""Petite"",""price"":0},{""name"":""Moyenne"",""price"":2},{""name"":""Large"",""price"":4}]","[{""name"":""Ail cr\u00e9meux"",""price"":0},{""name"":""Marinana"",""price"":0},{""name"":""Ranch"",""price"":0}]","13.00",NULL,"0.00","1","1","2021-12-31 02:44:25","2021-12-31 02:46:44","0","4"
"63","179","Pizza Végé","Pizza-Végé","27","1640915429.jpg","Sauce rouge, mozzarella. champignons, piments rôtis, artichauts, tomate cerise, demi-sèche",,"[{""name"":""Petite"",""price"":0},{""name"":""Moyenne"",""price"":2},{""name"":""Large"",""price"":4}]","[{""name"":""Ail cr\u00e9meux"",""price"":0},{""name"":""Marinara"",""price"":0},{""name"":""Ranch"",""price"":0}]","13.00",NULL,"0.00","1","1","2021-12-31 02:50:01","2021-12-31 02:50:29","0","3"
"64","179","Pizza du chef","Pizza-du-chef","27","1640915513.jpg","Sauce rouge, mozzarella, pepperoni, champignons, et piments verts.",,"[{""name"":""Petite"",""price"":0},{""name"":""Moyenne"",""price"":2},{""name"":""Large"",""price"":4}]","[{""name"":""Fromage"",""price"":0}]","18.00","22.00","0.00","1","1","2021-12-31 02:51:53","2021-12-31 02:52:04","0","5"
"65","179","Pizza Italienne","Pizza-Italienne","27","1640915602.jpg","Sauce rouge, mozzarella, piments jalapeno, saucisses, oignons rouges, olives noires.",,"[{""name"":""Petite"",""price"":0},{""name"":""Moyenne"",""price"":2},{""name"":""Large"",""price"":4}]","[{""name"":""Ail"",""price"":0},{""name"":""Fromage"",""price"":0}]","16.00","18.00","0.00","1","1","2021-12-31 02:53:22","2021-12-31 02:53:38","0","4"
"66","179","Poulet saveur","Poulet-saveur","20","1640916125.jpg","Bol recouvert d’une saveur de poulet grillé de votre choix, servi à base de riz brun et blé concassé avec nos sauces Signature et Tzatziki et garni de tomate, concombre, oignon rouge, poivron, maïs et fromage Monterey Jack. (36g Protéine)",,"[{""name"":""Poulet BBQ Fusion (Sucr\u00e9)"",""price"":0},{""name"":""Poulet Volcano (Epic\u00e9)"",""price"":0},{""name"":""Poulet Hercule (Citron)"",""price"":0},{""name"":""Poulet Shisha (\u00c0 l'ail)"",""price"":0}]","[{""name"":""Tout"",""price"":0},{""name"":""Laitue"",""price"":0},{""name"":""Epinard"",""price"":0},{""name"":""Olives"",""price"":0},{""name"":""Oignon"",""price"":0},{""name"":""Cornichon"",""price"":0}]","22.00",NULL,"0.00","1","1","2021-12-31 03:02:05","2021-12-31 03:02:18","0","5"
"67","179","Poulet Flavour","Poulet-Flavour","20","1640916258.jpg","Bol recouvert des saveurs de poulet grillé de votre choix, servi à base de riz brun et blé concassé avec nos sauces Signature et Tzatziki et garni de tomate, concombre, oignon rouge, poivron, maïs et fromage Monterey Jack. (45g Protéine)",,"[{""name"":""Poulet BBQ Fusion (Sucr\u00e9)"",""price"":0},{""name"":""Poulet Volcano (\u00c9pic\u00e9)"",""price"":0},{""name"":""Poulet Hercule (Citron)"",""price"":0},{""name"":""Poulet Shisha (\u00c0 l'ail)"",""price"":0}]","[{""name"":""Tout"",""price"":0},{""name"":""Laitue"",""price"":0},{""name"":""\u00c9pinard"",""price"":0},{""name"":""Haricots Noirs"",""price"":0}]","21.00",NULL,"0.00","1","1","2021-12-31 03:04:18","2021-12-31 03:04:29","0","5"
